fixed_T_ms,fixed_T2_ms2,phase_rad,upper_probability,lower_probability
11.5,132.25,4.111746243739566,25.72164576134569,32.62154469002731
11.5,132.25,4.122235392320534,25.655446683400132,32.52612118169724
11.5,132.25,4.132724540901503,25.590174485166038,32.43201505423322
11.5,132.25,4.1432136894824705,25.525836347970944,32.339236661307126
11.5,132.25,4.153702838063439,25.462439350375735,32.24779621051173
11.5,132.25,4.164191986644408,25.399990467396044,32.157703762237865
11.5,132.25,4.174681135225375,25.338496569734765,32.06896922856746
11.5,132.25,4.185170283806344,25.27796442302606,31.98160237218292
11.5,132.25,4.195659432387313,25.218400687091137,31.895612805293215
11.5,132.25,4.20614858096828,25.159811915205463,31.811009988576217
11.5,132.25,4.216637729549249,25.102204553377696,31.72780323013776
11.5,132.25,4.227126878130217,25.04558493964062,31.646001684487715
11.5,132.25,4.237616026711185,24.989959303353757,31.565614351532716
11.5,132.25,4.248105175292154,24.935333764517942,31.486650075585885
11.5,132.25,4.258594323873122,24.88171433310213,31.409117544393965
11.5,132.25,4.26908347245409,24.829106908382087,31.33302528818136
11.5,132.25,4.279572621035059,24.77751727829132,31.258381678711586
11.5,132.25,4.290061769616027,24.726951118784353,31.18519492836633
11.5,132.25,4.300550918196995,24.677413993212234,31.113473089241854
11.5,132.25,4.311040066777963,24.628911351710382,31.043224052263014
11.5,132.25,4.3215292153589315,24.58144853059904,30.974455546315227
11.5,132.25,4.3320183639399,24.535030751796157,30.907175137394084
11.5,132.25,4.342507512520868,24.489663122242774,30.84139022777282
11.5,132.25,4.3529966611018365,24.44535063334128,30.77710805518808
11.5,132.25,4.363485809682805,24.40209816040619,30.714335692043534
11.5,132.25,4.373974958263773,24.35991046212771,30.653080044631693
11.5,132.25,4.384464106844741,24.31879218004828,30.593347852374194
11.5,132.25,4.39495325542571,24.27874783805185,30.535145687080288
